Customer_ID,Customer_Name,Age,Gender,City,Customer_Segment,Account_Type,Tenure_Months,Digital_Engagement_Score,Monthly_Income_Band,Preferred_Channel,Account_Status
FT-C00512,Emeka Ibrahim,52,Male,Kaduna,Premium,Savings,66,81.7,Below 100k,Mobile App,Active
FT-C00513,Blessing Ibrahim,50,Female,Enugu,Everyday,Current,17,48.5,100k-249k,Mobile App,Active
FT-C00514,Blessing Adeyemi,50,Male,Lagos,Student,Current,40,79.9,250k-499k,Web,Active
FT-C00515,Ibrahim Ibrahim,60,Male,Abuja,Everyday,Savings,38,69.8,500k-999k,USSD,Restricted
FT-C00516,Grace Bello,54,Female,Kaduna,Student,Savings,85,100,250k-499k,Mobile App,Active
FT-C00517,Daniel Adebayo,29,Female,Lagos,Student,Savings,61,82.4,100k-249k,Web,Active
FT-C00518,Daniel Adebayo,20,Male,Port Harcourt,Student,Savings,9,77.4,250k-499k,Mobile App,Active
FT-C00519,Fatima Bello,18,Female,Kaduna,Premium,Savings,77,80,1m+,Mobile App,Active
FT-C00520,Grace Mohammed,50,Male,Port Harcourt,Everyday,Savings,75,76.4,100k-249k,Mobile App,Active
FT-C00521,Zainab Eze,57,Female,Lagos,Everyday,Savings,61,76,250k-499k,Web,Active
FT-C00522,Yusuf Adebayo,27,Female,Port Harcourt,Premium,Premium,80,63.2,1m+,Web,Active
FT-C00523,Mariam Ojo,60,Male,Lagos,Everyday,Savings,16,77.6,500k-999k,Web,Active
FT-C00524,Ada Eze,61,Female,Port Harcourt,SME,Savings,2,85.1,500k-999k,Mobile App,Active
FT-C00525,Fatima Mohammed,46,Male,Lagos,Everyday,Savings,72,87.1,100k-249k,Mobile App,Restricted
FT-C00526,Samuel Williams,30,Female,Ibadan,Everyday,Savings,43,84.9,100k-249k,Mobile App,Active
FT-C00527,Yusuf Usman,29,Female,Port Harcourt,Everyday,Savings,42,95.1,Below 100k,Mobile App,Active
FT-C00528,Chiamaka Nwosu,48,Male,Kano,Everyday,Savings,77,88.2,250k-499k,Mobile App,Active
FT-C00529,Fatima Nwosu,63,Male,Ibadan,Premium,Savings,57,79.3,Below 100k,USSD,Active
FT-C00530,Chiamaka Adeyemi,19,Male,Port Harcourt,Student,Savings,81,47.4,500k-999k,Web,Active
FT-C00531,Ada Williams,52,Male,Ibadan,Student,Current,88,47.4,500k-999k,Mobile App,Active
FT-C00532,Ibrahim Okafor,40,Male,Lagos,Student,Savings,67,63.5,250k-499k,Mobile App,Active
FT-C00533,Grace Ojo,34,Female,Port Harcourt,SME,Current,30,68.8,Below 100k,Mobile App,Dormant
FT-C00534,Grace Mohammed,43,Female,Lagos,Student,Savings,13,93.2,Below 100k,Web,Active
FT-C00535,Daniel Okafor,25,Male,Enugu,Everyday,Savings,19,18,500k-999k,Web,Active
FT-C00536,Chiamaka Garba,46,Male,Lagos,Student,Savings,7,49.4,250k-499k,Web,Active
FT-C00537,Blessing Adeyemi,43,Male,Abuja,Everyday,Savings,9,64.5,250k-499k,Mobile App,Active
FT-C00538,Grace Garba,27,Female,Ibadan,Everyday,Premium,83,50.1,100k-249k,Mobile App,Active
FT-C00539,Grace Eze,43,Female,Abuja,Premium,Current,54,53.6,250k-499k,USSD,Active
FT-C00540,Zainab Nwosu,51,Male,Lagos,Everyday,Premium,86,59,500k-999k,USSD,Active
FT-C00541,Tunde Usman,58,Male,Port Harcourt,Everyday,Premium,82,51,250k-499k,Mobile App,Active
FT-C00542,Blessing Eze,24,Male,Ibadan,Everyday,Current,61,54.1,250k-499k,Mobile App,Dormant
FT-C00543,Yusuf Nwosu,21,Male,Kano,Everyday,Savings,87,92.5,500k-999k,Mobile App,Active
FT-C00544,Grace Ojo,62,Male,Abuja,SME,Savings,2,79.1,100k-249k,USSD,Active
FT-C00545,Ibrahim Nwosu,28,Female,Port Harcourt,Everyday,Premium,50,81.8,Below 100k,Web,Active
FT-C00546,Blessing Okafor,46,Female,Abuja,Everyday,Current,75,67.4,250k-499k,Web,Active
FT-C00547,Ibrahim Adeyemi,53,Female,Ibadan,Everyday,Savings,31,86.2,Below 100k,Mobile App,Active
FT-C00548,Zainab Bello,42,Female,Port Harcourt,Everyday,Current,33,83.3,500k-999k,Mobile App,Active
FT-C00549,Fatima Williams,38,Male,Port Harcourt,SME,Savings,78,78.8,250k-499k,Mobile App,Active
FT-C00550,Amina Adebayo,53,Female,Lagos,Everyday,Savings,80,56.2,500k-999k,USSD,Dormant
FT-C00551,Fatima Okafor,27,Male,Lagos,Premium,Savings,11,60,250k-499k,Mobile App,Active
FT-C00552,Emeka Adeyemi,54,Female,Lagos,Student,Current,33,87,Below 100k,Web,Active
FT-C00553,Emeka Bello,26,Female,Lagos,SME,Premium,7,58.7,100k-249k,Mobile App,Active
FT-C00554,Zainab Williams,41,Female,Abuja,Premium,Savings,31,44.8,500k-999k,USSD,Active
FT-C00555,Yusuf Mohammed,52,Female,Ibadan,Student,Savings,48,58.4,Below 100k,Web,Active
FT-C00556,Tunde Ojo,52,Male,Lagos,Everyday,Savings,47,96.1,250k-499k,Mobile App,Active
FT-C00557,Zainab Ojo,65,Female,Kaduna,Everyday,Current,78,58.4,500k-999k,USSD,Active
FT-C00558,Daniel Adeyemi,53,Male,Lagos,Everyday,Savings,92,73.9,100k-249k,Mobile App,Active
FT-C00559,Yusuf Garba,35,Female,Kano,SME,Savings,53,56.9,100k-249k,Mobile App,Active
FT-C00560,Mariam Okafor,56,Female,Ibadan,Everyday,Savings,80,81.7,250k-499k,Mobile App,Dormant
FT-C00561,Blessing Usman,49,Female,Abuja,Everyday,Savings,19,77.7,500k-999k,USSD,Dormant
FT-C00562,Samuel Adebayo,41,Male,Lagos,Everyday,Savings,81,41.2,100k-249k,USSD,Dormant
FT-C00563,Emeka Okafor,40,Male,Ibadan,Everyday,Current,90,72.8,1m+,Mobile App,Active
FT-C00564,Tunde Garba,49,Female,Abuja,Everyday,Savings,6,37.7,250k-499k,Web,Dormant
FT-C00565,Grace Adeyemi,54,Female,Kaduna,SME,Current,49,58,1m+,Web,Restricted
FT-C00566,Zainab Eze,29,Male,Port Harcourt,Everyday,Savings,73,67.8,Below 100k,Web,Dormant
FT-C00567,Grace Usman,30,Female,Kaduna,Premium,Savings,50,100,Below 100k,Mobile App,Active
FT-C00568,Mariam Nwosu,40,Female,Lagos,Student,Savings,81,73.7,500k-999k,Mobile App,Active
FT-C00569,Amina Nwosu,42,Male,Kano,Everyday,Current,95,54.2,500k-999k,Web,Active
FT-C00570,Chiamaka Garba,52,Male,Ibadan,Everyday,Premium,12,62.3,100k-249k,Mobile App,Active
FT-C00571,David Okafor,58,Female,Kano,Everyday,Premium,23,84.6,250k-499k,Mobile App,Active
FT-C00572,Amina Okafor,47,Male,Lagos,Everyday,Savings,54,54.4,500k-999k,Web,Active
FT-C00573,Fatima Eze,34,Male,Ibadan,Premium,Savings,69,87.7,Below 100k,Mobile App,Restricted
FT-C00574,Grace Adebayo,37,Female,Port Harcourt,Everyday,Current,59,58.6,250k-499k,USSD,Active
FT-C00575,Blessing Adeyemi,65,Male,Kano,Everyday,Current,36,51.5,500k-999k,Mobile App,Active
FT-C00576,Yusuf Adeyemi,42,Male,Lagos,Premium,Savings,3,59.2,100k-249k,USSD,Dormant
FT-C00577,Chiamaka Bello,39,Female,Enugu,SME,Current,58,38.9,100k-249k,Mobile App,Restricted
FT-C00578,Yusuf Bello,30,Female,Lagos,Student,Savings,88,28.9,500k-999k,Mobile App,Active
FT-C00579,Ibrahim Bello,36,Female,Benin City,Student,Savings,55,66.5,100k-249k,Mobile App,Active
FT-C00580,Daniel Usman,53,Male,Enugu,Student,Savings,57,66.8,Below 100k,Web,Active
FT-C00581,Grace Bello,29,Female,Benin City,Everyday,Savings,17,72.6,1m+,Web,Active
FT-C00582,David Ibrahim,58,Male,Port Harcourt,Student,Savings,39,66.4,250k-499k,Mobile App,Active
FT-C00583,Ibrahim Adebayo,36,Male,Abuja,Everyday,Savings,90,100,500k-999k,Mobile App,Active
FT-C00584,Fatima Williams,29,Female,Kaduna,Premium,Savings,68,71,500k-999k,Web,Active
FT-C00585,Zainab Williams,26,Male,Lagos,Premium,Savings,55,43.2,Below 100k,Mobile App,Active
FT-C00586,Zainab Ojo,24,Female,Port Harcourt,Everyday,Savings,45,47.8,Below 100k,Web,Dormant
FT-C00587,Tunde Williams,45,Male,Ibadan,Student,Current,76,68,100k-249k,Mobile App,Active
FT-C00588,Ibrahim Adebayo,31,Male,Kano,SME,Savings,1,60.2,100k-249k,Mobile App,Active
FT-C00589,David Garba,48,Female,Lagos,Everyday,Savings,21,45.9,250k-499k,Web,Active
FT-C00590,Chiamaka Williams,36,Female,Ibadan,Student,Savings,83,66.9,250k-499k,USSD,Active
FT-C00591,Ada Nwosu,64,Female,Benin City,Everyday,Premium,21,67.2,250k-499k,Web,Dormant
FT-C00592,David Okafor,33,Female,Lagos,Premium,Savings,52,96.7,100k-249k,Mobile App,Active
FT-C00593,Daniel Williams,22,Female,Enugu,Premium,Savings,82,51.5,100k-249k,Mobile App,Active
FT-C00594,Mariam Adeyemi,52,Female,Lagos,Premium,Savings,43,60.5,250k-499k,Web,Active
FT-C00595,Fatima Okafor,29,Prefer not to say,Abuja,SME,Current,52,96.7,250k-499k,Mobile App,Active
FT-C00596,Mariam Bello,42,Female,Lagos,SME,Savings,67,73.9,Below 100k,USSD,Active
FT-C00597,Mariam Eze,38,Female,Lagos,Student,Savings,44,51.4,250k-499k,Web,Active
FT-C00598,Blessing Garba,53,Male,Enugu,Everyday,Savings,32,55.1,Below 100k,Mobile App,Active
FT-C00599,Blessing Ojo,40,Female,Abuja,SME,Savings,10,46.1,100k-249k,Mobile App,Active
FT-C00600,Grace Usman,33,Male,Abuja,Everyday,Current,64,69.4,250k-499k,Mobile App,Active
FT-C00601,David Bello,56,Male,Lagos,SME,Premium,79,86.6,Below 100k,Mobile App,Active
FT-C00602,Blessing Adebayo,62,Male,Port Harcourt,Everyday,Current,69,97.4,250k-499k,Mobile App,Active
FT-C00603,Yusuf Ibrahim,59,Female,Port Harcourt,Everyday,Current,68,41.2,100k-249k,Mobile App,Active
FT-C00604,Fatima Mohammed,56,Female,Abuja,Student,Savings,28,83.6,Below 100k,Mobile App,Active
FT-C00605,Emeka Mohammed,31,Female,Lagos,Everyday,Savings,53,71,100k-249k,Mobile App,Active
FT-C00606,Ibrahim Adeyemi,48,Male,Enugu,Everyday,Current,51,63.3,1m+,Mobile App,Active
FT-C00607,Fatima Ojo,22,Female,Abuja,Everyday,Savings,53,60.5,250k-499k,Mobile App,Active
FT-C00608,Mariam Ojo,52,Female,Port Harcourt,Everyday,Premium,4,33.4,1m+,Mobile App,Active
FT-C00609,Ibrahim Usman,40,Prefer not to say,Lagos,Everyday,Savings,79,79.5,250k-499k,Web,Dormant
FT-C00610,David Williams,46,Female,Kano,Everyday,Savings,17,44.3,250k-499k,Mobile App,Active
FT-C00611,Tunde Bello,60,Female,Abuja,Everyday,Current,67,54.5,100k-249k,Mobile App,Active
FT-C00612,Chiamaka Usman,28,Female,Port Harcourt,Everyday,Current,74,75.5,100k-249k,Web,Dormant
FT-C00613,David Garba,35,Prefer not to say,Lagos,Student,Current,47,35.3,100k-249k,USSD,Active
FT-C00614,Yusuf Ojo,64,Female,Kaduna,Everyday,Savings,56,44.2,100k-249k,Mobile App,Active
FT-C00615,Ibrahim Ojo,29,Male,Lagos,SME,Current,23,89.9,100k-249k,Mobile App,Active
FT-C00616,Amina Nwosu,26,Male,Kano,SME,Savings,18,70.2,100k-249k,Mobile App,Active
FT-C00617,Tunde Adebayo,27,Female,Abuja,Everyday,Savings,1,56.1,100k-249k,Mobile App,Active
FT-C00618,Zainab Ibrahim,61,Male,Lagos,Student,Premium,35,70.3,100k-249k,USSD,Active
FT-C00619,Zainab Nwosu,34,Female,Benin City,Student,Current,64,80.1,100k-249k,Web,Active
FT-C00620,Ibrahim Garba,55,Female,Lagos,SME,Savings,58,88.2,250k-499k,Web,Active
FT-C00621,Blessing Usman,24,Male,Enugu,Premium,Current,95,48,500k-999k,Mobile App,Restricted
FT-C00622,Mariam Usman,63,Male,Enugu,Everyday,Savings,59,49.6,100k-249k,Web,Active
FT-C00623,Fatima Nwosu,30,Male,Benin City,Premium,Savings,1,79,100k-249k,Mobile App,Active
FT-C00624,Emeka Garba,57,Male,Lagos,Premium,Savings,3,79.5,100k-249k,Mobile App,Active
FT-C00625,Ada Ibrahim,59,Female,Kano,Premium,Premium,67,43.8,500k-999k,Mobile App,Active
FT-C00626,Emeka Mohammed,26,Female,Abuja,Everyday,Savings,37,50.2,Below 100k,Mobile App,Active
FT-C00627,Yusuf Bello,44,Female,Enugu,SME,Current,83,64.5,250k-499k,Mobile App,Dormant
FT-C00628,Fatima Bello,19,Female,Ibadan,SME,Savings,29,68.4,250k-499k,Web,Active
FT-C00629,Samuel Williams,22,Female,Benin City,Everyday,Current,89,68.9,Below 100k,Mobile App,Active
FT-C00630,Tunde Ibrahim,46,Female,Port Harcourt,Everyday,Savings,33,43.5,100k-249k,Mobile App,Active
FT-C00631,Chiamaka Adebayo,54,Female,Port Harcourt,Everyday,Current,61,68.8,100k-249k,Mobile App,Active
FT-C00632,Ibrahim Adebayo,55,Female,Lagos,Student,Savings,93,55.1,500k-999k,Mobile App,Active
FT-C00633,Zainab Bello,36,Male,Kano,Student,Current,90,47,250k-499k,Web,Active
FT-C00634,Zainab Usman,25,Male,Abuja,Premium,Premium,4,67.8,250k-499k,Web,Active
FT-C00635,Grace Eze,65,Female,Port Harcourt,Everyday,Current,14,66,250k-499k,Web,Dormant
FT-C00636,Tunde Bello,62,Male,Kano,Premium,Savings,91,82.4,250k-499k,Mobile App,Active
FT-C00637,Daniel Mohammed,18,Male,Port Harcourt,Everyday,Premium,33,52.5,250k-499k,Web,Active
FT-C00638,Samuel Okafor,39,Female,Lagos,Premium,Savings,22,72.2,Below 100k,USSD,Active
FT-C00639,Mariam Williams,34,Male,Port Harcourt,Student,Current,48,39.8,100k-249k,Mobile App,Active
FT-C00640,Mariam Eze,24,Male,Abuja,SME,Premium,3,63.1,100k-249k,Mobile App,Active
FT-C00641,Ibrahim Usman,42,Male,Abuja,SME,Savings,87,76.3,250k-499k,USSD,Active
FT-C00642,Zainab Okafor,62,Female,Lagos,SME,Savings,85,77.9,Below 100k,Mobile App,Active
FT-C00643,Samuel Ibrahim,21,Male,Lagos,Everyday,Savings,23,78,250k-499k,Mobile App,Active
FT-C00644,Chiamaka Mohammed,53,Female,Lagos,Premium,Savings,68,82.5,100k-249k,Mobile App,Active
FT-C00645,Tunde Williams,23,Male,Kano,Student,Current,21,60,1m+,Mobile App,Active
FT-C00646,Yusuf Okafor,48,Male,Lagos,SME,Savings,43,76.9,100k-249k,Mobile App,Active
FT-C00647,Yusuf Eze,36,Male,Abuja,Everyday,Savings,95,100,100k-249k,Mobile App,Active
FT-C00648,Blessing Adeyemi,61,Male,Enugu,Everyday,Savings,85,59.6,1m+,Web,Active
FT-C00649,Daniel Ojo,56,Male,Lagos,Everyday,Savings,26,92.8,100k-249k,Mobile App,Active
FT-C00650,Mariam Ojo,44,Female,Port Harcourt,Premium,Savings,41,83.8,1m+,Web,Active
FT-C00651,Daniel Usman,27,Female,Kano,Everyday,Premium,38,63.2,Below 100k,Mobile App,Active
FT-C00652,Zainab Bello,43,Male,Kaduna,Everyday,Savings,88,64.7,100k-249k,USSD,Active
FT-C00653,Ibrahim Eze,36,Female,Kano,Everyday,Premium,11,70.1,250k-499k,USSD,Active
FT-C00654,Blessing Ibrahim,56,Female,Kano,Everyday,Savings,29,82.8,500k-999k,Web,Active
FT-C00655,Ibrahim Eze,20,Female,Benin City,SME,Savings,60,75.2,100k-249k,USSD,Active
FT-C00656,Zainab Usman,62,Female,Abuja,Everyday,Current,67,59.5,1m+,Web,Restricted
FT-C00657,Ada Usman,30,Male,Benin City,Student,Savings,65,30.5,250k-499k,USSD,Restricted
FT-C00658,Blessing Mohammed,45,Male,Lagos,Premium,Savings,61,80.1,500k-999k,Mobile App,Active
FT-C00659,Samuel Garba,37,Male,Enugu,SME,Savings,19,33.2,100k-249k,Mobile App,Active
FT-C00660,Blessing Bello,45,Male,Abuja,Everyday,Savings,46,43.4,100k-249k,Web,Restricted
FT-C00661,Grace Nwosu,25,Female,Port Harcourt,SME,Savings,49,60.8,1m+,Mobile App,Active
FT-C00662,Ibrahim Bello,58,Female,Lagos,Premium,Savings,22,46.1,1m+,Web,Active
FT-C00663,Grace Ojo,56,Male,Kano,SME,Savings,78,73.7,250k-499k,USSD,Active
FT-C00664,Grace Adeyemi,18,Female,Lagos,SME,Savings,57,62.7,Below 100k,Mobile App,Active
FT-C00665,David Adebayo,20,Male,Enugu,Everyday,Savings,14,82.1,Below 100k,Web,Active
FT-C00666,Grace Okafor,30,Male,Benin City,Everyday,Savings,44,39.1,250k-499k,Mobile App,Active
FT-C00667,Ada Adeyemi,45,Female,Lagos,Everyday,Savings,16,56.1,Below 100k,Mobile App,Active
FT-C00668,Mariam Ibrahim,42,Male,Benin City,Premium,Savings,77,68.1,100k-249k,Mobile App,Active
FT-C00669,Fatima Usman,50,Male,Kano,Everyday,Premium,12,68.8,100k-249k,Mobile App,Active
FT-C00670,Zainab Eze,55,Male,Ibadan,Everyday,Savings,55,80.5,250k-499k,Mobile App,Active
FT-C00671,Zainab Adeyemi,23,Female,Abuja,Premium,Current,51,51.5,Below 100k,Mobile App,Active
FT-C00672,Mariam Ojo,61,Female,Lagos,Everyday,Savings,39,59.6,250k-499k,Mobile App,Active
FT-C00673,Samuel Ojo,62,Male,Lagos,Everyday,Premium,33,77.1,250k-499k,Web,Active
FT-C00674,Amina Nwosu,49,Female,Lagos,Everyday,Savings,33,28.4,250k-499k,Web,Active
FT-C00675,Blessing Okafor,62,Female,Enugu,Everyday,Premium,29,74.9,100k-249k,Mobile App,Active
FT-C00676,Tunde Williams,64,Male,Lagos,Everyday,Current,69,81.8,100k-249k,Mobile App,Dormant
FT-C00677,David Usman,38,Female,Benin City,Premium,Savings,70,44,250k-499k,USSD,Active
FT-C00678,Emeka Okafor,33,Male,Abuja,Everyday,Premium,31,62.3,500k-999k,Web,Active
FT-C00679,Tunde Mohammed,38,Male,Port Harcourt,SME,Savings,80,94.9,250k-499k,Mobile App,Active
FT-C00680,Grace Ibrahim,28,Male,Benin City,Premium,Savings,31,79.9,1m+,Mobile App,Active
FT-C00681,Amina Bello,54,Female,Enugu,Premium,Current,89,76,250k-499k,Web,Active
FT-C00682,Zainab Ibrahim,53,Male,Abuja,Everyday,Premium,46,85.8,500k-999k,Mobile App,Active
FT-C00683,Ibrahim Ibrahim,52,Female,Abuja,Student,Savings,77,100,Below 100k,Mobile App,Active
FT-C00684,Blessing Eze,36,Female,Abuja,SME,Savings,52,68.3,100k-249k,Mobile App,Active
FT-C00685,Yusuf Ojo,37,Male,Lagos,SME,Current,10,60.7,250k-499k,Mobile App,Active
FT-C00686,David Ibrahim,35,Female,Lagos,Student,Current,88,85.8,100k-249k,Web,Active
FT-C00687,David Usman,64,Female,Abuja,Everyday,Premium,74,64.6,250k-499k,Mobile App,Active
FT-C00688,Amina Eze,58,Male,Abuja,Everyday,Current,41,51.3,100k-249k,Mobile App,Active
FT-C00689,David Ibrahim,31,Female,Kano,Everyday,Savings,95,58.3,250k-499k,Mobile App,Active
FT-C00690,Tunde Ibrahim,32,Female,Abuja,SME,Premium,77,73.6,250k-499k,USSD,Active
FT-C00691,Yusuf Adeyemi,48,Male,Abuja,Student,Savings,3,59.9,100k-249k,Web,Active
FT-C00692,Zainab Adeyemi,18,Male,Abuja,Student,Savings,59,61.3,1m+,Web,Active
FT-C00693,Daniel Okafor,20,Male,Kano,Everyday,Savings,52,49.5,100k-249k,Web,Dormant
FT-C00694,Chiamaka Ojo,33,Female,Enugu,SME,Savings,34,93.8,100k-249k,Mobile App,Active
FT-C00695,Zainab Okafor,40,Female,Port Harcourt,Everyday,Savings,49,61.8,100k-249k,USSD,Active
FT-C00696,Ibrahim Okafor,28,Female,Kano,Everyday,Current,28,55.2,500k-999k,Mobile App,Active
FT-C00697,Ibrahim Bello,29,Female,Lagos,Everyday,Savings,83,57.1,250k-499k,Web,Active
FT-C00698,David Okafor,27,Male,Port Harcourt,Premium,Savings,87,82.4,250k-499k,Mobile App,Active
FT-C00699,Blessing Adebayo,49,Female,Abuja,Premium,Current,96,78.3,100k-249k,Mobile App,Active
FT-C00700,Samuel Usman,33,Female,Abuja,SME,Savings,13,59,250k-499k,Mobile App,Active
FT-C00701,Ada Williams,25,Male,Kano,Everyday,Savings,69,68.6,100k-249k,Web,Active
FT-C00702,Amina Ibrahim,55,Male,Enugu,Premium,Savings,67,73,500k-999k,Web,Active
FT-C00703,Zainab Okafor,29,Male,Lagos,Premium,Premium,61,55.3,500k-999k,Mobile App,Active
FT-C00704,Ibrahim Bello,41,Female,Ibadan,Everyday,Savings,60,40.3,250k-499k,Mobile App,Active
FT-C00705,Daniel Okafor,45,Female,Port Harcourt,Student,Savings,71,77.3,500k-999k,USSD,Active
FT-C00706,Grace Garba,25,Female,Lagos,Student,Savings,24,56.3,250k-499k,Mobile App,Active
FT-C00707,Fatima Mohammed,45,Female,Lagos,Student,Savings,63,75.9,250k-499k,Web,Active
FT-C00708,David Garba,53,Male,Lagos,SME,Savings,86,73.8,100k-249k,Mobile App,Active
FT-C00709,David Adeyemi,43,Male,Lagos,Student,Savings,61,69,250k-499k,Mobile App,Active
FT-C00710,Mariam Adeyemi,25,Male,Lagos,Everyday,Savings,23,60.3,100k-249k,Mobile App,Active
FT-C00711,David Okafor,45,Male,Lagos,Student,Premium,30,56.6,Below 100k,Mobile App,Active
FT-C00712,Tunde Okafor,45,Female,Lagos,Everyday,Savings,60,47.5,100k-249k,Mobile App,Active
FT-C00713,Fatima Usman,54,Male,Kano,Everyday,Savings,18,56.9,250k-499k,Mobile App,Active
FT-C00714,Grace Adeyemi,58,Female,Port Harcourt,Everyday,Savings,96,78.2,100k-249k,Mobile App,Restricted
FT-C00715,Grace Usman,53,Male,Kaduna,Student,Savings,56,93.2,250k-499k,Mobile App,Active
FT-C00716,Chiamaka Usman,44,Male,Abuja,Student,Current,53,90.5,Below 100k,Mobile App,Dormant
FT-C00717,Emeka Garba,34,Female,Kano,Everyday,Savings,7,70.6,100k-249k,Web,Active
FT-C00718,Fatima Adebayo,26,Female,Enugu,Student,Savings,69,93.2,500k-999k,Mobile App,Active
FT-C00719,Zainab Mohammed,50,Male,Ibadan,SME,Current,92,62.5,100k-249k,Mobile App,Active
FT-C00720,Chiamaka Williams,37,Female,Abuja,Everyday,Savings,72,44.8,250k-499k,Mobile App,Active
FT-C00721,Ibrahim Ojo,30,Female,Kano,Everyday,Savings,79,100,250k-499k,Mobile App,Active
FT-C00722,Zainab Eze,45,Female,Lagos,Student,Savings,52,77.6,1m+,Web,Active
FT-C00723,Emeka Williams,65,Male,Lagos,Everyday,Savings,4,40.4,250k-499k,Mobile App,Active
FT-C00724,Fatima Adebayo,46,Male,Port Harcourt,Premium,Savings,34,96.1,Below 100k,Web,Active
FT-C00725,Zainab Bello,30,Male,Port Harcourt,Everyday,Savings,69,54.6,100k-249k,Mobile App,Active
FT-C00726,Chiamaka Adeyemi,63,Female,Lagos,Everyday,Savings,33,58.5,Below 100k,Mobile App,Active
FT-C00727,Mariam Okafor,52,Male,Kaduna,Student,Premium,69,86.4,1m+,Mobile App,Active
FT-C00728,Zainab Mohammed,23,Female,Ibadan,Student,Savings,38,92.5,Below 100k,Web,Active
FT-C00729,Grace Nwosu,35,Male,Port Harcourt,Student,Savings,26,50,100k-249k,USSD,Active
FT-C00730,Ada Adebayo,22,Male,Kaduna,SME,Savings,1,94.5,100k-249k,Web,Active
FT-C00731,Blessing Mohammed,64,Female,Abuja,Student,Savings,4,83.7,500k-999k,Web,Active
FT-C00732,Grace Okafor,42,Female,Kaduna,Student,Savings,39,53.6,100k-249k,Mobile App,Active
FT-C00733,Ada Williams,19,Female,Port Harcourt,Everyday,Premium,54,63.6,1m+,USSD,Active
FT-C00734,Fatima Nwosu,27,Female,Lagos,Premium,Current,90,95.3,Below 100k,Mobile App,Active
FT-C00735,David Garba,47,Female,Kano,Everyday,Premium,33,39.9,Below 100k,Mobile App,Active
FT-C00736,Fatima Adebayo,62,Male,Ibadan,Student,Premium,33,92.9,100k-249k,Mobile App,Restricted
FT-C00737,Ibrahim Usman,22,Male,Kano,Everyday,Savings,72,83.2,500k-999k,USSD,Active
FT-C00738,Mariam Okafor,50,Female,Kaduna,Premium,Savings,20,77.2,500k-999k,USSD,Active
FT-C00739,Emeka Bello,18,Female,Kano,Everyday,Savings,16,70.4,Below 100k,USSD,Active
FT-C00740,Blessing Okafor,35,Female,Ibadan,Student,Savings,21,100,Below 100k,Web,Active
FT-C00741,Daniel Mohammed,49,Male,Benin City,SME,Premium,45,100,500k-999k,Mobile App,Active
FT-C00742,Tunde Bello,64,Female,Ibadan,Everyday,Savings,90,56.9,Below 100k,USSD,Active
FT-C00743,David Adebayo,28,Male,Abuja,SME,Premium,87,79,Below 100k,USSD,Active
FT-C00744,Yusuf Bello,38,Male,Enugu,Everyday,Savings,82,100,Below 100k,Mobile App,Active
FT-C00745,Daniel Adebayo,43,Male,Lagos,Premium,Premium,62,53.9,Below 100k,Mobile App,Active
FT-C00746,Blessing Eze,42,Male,Kano,SME,Premium,31,72.4,100k-249k,Web,Active
FT-C00747,Mariam Usman,39,Female,Enugu,Everyday,Current,42,86.1,Below 100k,USSD,Active
FT-C00748,Amina Nwosu,44,Male,Kano,SME,Current,12,31.7,100k-249k,USSD,Active
FT-C00749,Chiamaka Eze,30,Female,Ibadan,Everyday,Savings,65,82.9,500k-999k,USSD,Active
FT-C00750,Daniel Bello,50,Female,Kano,Everyday,Current,73,48.4,100k-249k,USSD,Active
FT-C00751,Ibrahim Ibrahim,51,Male,Abuja,SME,Premium,3,71.5,250k-499k,USSD,Dormant
FT-C00752,Samuel Usman,58,Male,Enugu,Everyday,Current,90,88.6,Below 100k,Web,Active
FT-C00753,Amina Garba,52,Male,Lagos,SME,Current,9,25,250k-499k,Web,Dormant
FT-C00754,David Usman,18,Female,Lagos,SME,Current,51,82.1,100k-249k,Mobile App,Active
FT-C00755,Samuel Mohammed,38,Female,Lagos,Everyday,Current,16,100,500k-999k,Web,Active
FT-C00756,Samuel Okafor,65,Male,Port Harcourt,Premium,Savings,88,58.4,Below 100k,Mobile App,Active
FT-C00757,Samuel Garba,23,Female,Port Harcourt,Everyday,Current,78,78.4,500k-999k,USSD,Active
FT-C00758,Grace Adebayo,45,Male,Benin City,Everyday,Savings,3,92,100k-249k,Mobile App,Active
FT-C00759,Tunde Eze,34,Male,Abuja,Everyday,Savings,24,39.3,100k-249k,Mobile App,Active
FT-C00760,Amina Okafor,22,Male,Abuja,Everyday,Savings,73,81.6,1m+,Mobile App,Active
FT-C00761,Emeka Eze,48,Female,Lagos,Everyday,Savings,13,86.4,250k-499k,Web,Active
FT-C00762,Emeka Nwosu,22,Female,Abuja,Everyday,Savings,2,79.5,100k-249k,Mobile App,Active
FT-C00763,Daniel Ibrahim,55,Female,Ibadan,SME,Savings,71,69.6,1m+,Mobile App,Active
FT-C00764,Yusuf Ojo,20,Male,Lagos,Student,Savings,21,50,100k-249k,Mobile App,Active
FT-C00765,Blessing Nwosu,40,Female,Lagos,Student,Savings,19,93,Below 100k,Mobile App,Active
FT-C00766,David Bello,54,Male,Lagos,Premium,Savings,89,68.6,1m+,Mobile App,Active
FT-C00767,Grace Ojo,54,Female,Lagos,Student,Current,47,51.7,100k-249k,Mobile App,Active
